id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
978615,NICE ROOM IN ASTORIA NEAR MANHATTAN,5369117,Rosa,Queens,Astoria,40.76291,-73.91871,Private room,81,2,183,2019-06-15,2.45,2,326
980098,Quiet ST MARK'S PLACE ARTIST'S GEM,5364702,Lynn,Manhattan,East Village,40.72658,-73.98907,Entire home/apt,199,2,54,2019-07-02,0.72,1,322
980561,"Beautiful, private, uptown studio",15742,Alix,Manhattan,Harlem,40.82892,-73.94745,Entire home/apt,88,3,37,2018-09-08,0.48,1,47
981410,Sunny Studio in the West Village,5374768,Maria,Manhattan,West Village,40.73331,-74.00471,Entire home/apt,170,4,1,2013-04-09,0.01,1,273
981494,Large and sunny one BR (600 sq.ft),5207582,Olivia,Manhattan,Morningside Heights,40.81062,-73.96015,Entire home/apt,100,1,0,,,1,0
982038,Entire 1bdrm cnr of Fort Greene- off Park,5378922,Eileen,Brooklyn,Fort Greene,40.68859,-73.9729,Entire home/apt,130,9,3,2018-09-25,0.04,1,329
983625,Great Studio in the heart of Harlem,4548229,Brinton,Manhattan,Harlem,40.80421,-73.94302,Entire home/apt,135,30,190,2019-06-04,2.63,4,253
984721,QUIET GARDEN APT FACING NY BAY!,555739,Rosana,Brooklyn,Bay Ridge,40.63508,-74.03628,Entire home/apt,65,30,25,2018-12-22,0.36,2,188
985338,"Monthly rental of guest room,limited kitchen use",1417489,Lorna,Brooklyn,Brooklyn Heights,40.70162,-73.99465,Entire home/apt,100,180,0,,,1,365
986727,Manhattan's Best Deal!,5414067,Adrianne,Manhattan,East Harlem,40.80626,-73.94009,Entire home/apt,165,3,281,2019-06-21,3.68,2,177
987329,ROOM NEAR TIMES SQUARE MANHATTAN,5369117,Rosa,Queens,Astoria,40.76491,-73.9207,Private room,78,4,70,2019-06-12,1.64,2,348
987616,5 Bdrm Historic Brownstone Triplex,4018660,Emily,Brooklyn,Cobble Hill,40.68556,-73.99779,Entire home/apt,350,5,12,2016-08-20,0.17,1,0
989976,Three Bedroom NY Private Apartment,5435208,Rose,Queens,Flushing,40.74142,-73.8202,Entire home/apt,160,3,96,2019-06-22,1.29,1,298
990130,Spacious 3br Apartment in Brooklyn,5435713,Nikolai,Brooklyn,Prospect Heights,40.67682,-73.96586,Entire home/apt,225,5,6,2016-08-26,0.08,1,188
990367,Colorful Manhattan - Harlem Apartment,5438325,Lauri,Manhattan,Harlem,40.80684,-73.94844,Entire home/apt,170,5,25,2019-06-01,0.34,1,177
990529,Sunny Luxury Bedroom Guest Bathroom,5440087,Dn,Manhattan,Midtown,40.75136,-73.97076,Private room,349,3,3,2014-09-24,0.04,2,87
992508,"Next to Subway, Private bedroom",4714927,Elisa,Manhattan,East Harlem,40.79218,-73.95076,Private room,65,2,57,2019-06-26,0.78,4,251
992598,"Village Life, 2-Bedroom, East Village",2203885,Sascha,Manhattan,East Village,40.72399,-73.98134,Private room,420,3,182,2019-05-29,2.39,1,301
992891,Sunny Nolita 1 Bedroom Apartment,458021,Brian,Manhattan,Nolita,40.72131,-73.99487,Entire home/apt,119,3,17,2018-06-11,0.22,1,0
992977,Park Slope Pre-War Apartment,4000059,Shahdiya,Brooklyn,Park Slope,40.67359,-73.97434,Entire home/apt,100,365,1,2013-08-01,0.01,1,365
993040,YOUR HARLEM HOME AWAY FROM HOME!!! ,5454862,Barbara,Manhattan,Harlem,40.8278,-73.94891,Entire home/apt,97,3,185,2019-06-14,2.46,1,6
993514,Luxury Furnished 1 BR UWS Apt w W/D & Deck,15145088,Izi,Manhattan,Upper West Side,40.78729,-73.97439,Entire home/apt,191,30,8,2019-06-03,0.11,8,346
993575,1 BR Large Luxury Furnished Apartment UWS,15145088,Izi,Manhattan,Upper West Side,40.7852,-73.9746,Entire home/apt,187,30,13,2019-06-15,0.20,8,346
993576,Luxury Furnished 1 BR Apartment  UWS,15145088,Izi,Manhattan,Upper West Side,40.78558,-73.97251,Entire home/apt,172,30,4,2018-03-31,0.08,8,346
995169,West Village Gem - Amazing Location,5466191,Ricky,Manhattan,West Village,40.73464,-74.00225,Entire home/apt,950,3,28,2019-07-03,1.52,1,357
995187,"BIG & SUNNY, 1 STOP FROM MANHATTAN",2829145,Charlotta,Brooklyn,Fort Greene,40.69248,-73.96983,Entire home/apt,275,4,81,2019-05-21,1.07,2,310
995215,Upper West Side Amazing Large 2 Bedrooms,3038687,Karen,Manhattan,Upper West Side,40.78954,-73.97222,Entire home/apt,99,30,1,2014-10-05,0.02,8,113
995367,1BR Apt as featured in New York Mag,412783,Nick,Manhattan,Greenwich Village,40.73506,-73.99728,Entire home/apt,334,11,14,2018-05-29,0.24,1,238
995469,Beautiful Large Furnished Bedroom on UES,5468901,Sanya,Manhattan,Upper East Side,40.76896,-73.95898,Private room,60,7,1,2015-12-22,0.02,1,0
997404,Charming Apt. In Brooklyn Townhouse,5480570,Darnell And Allison,Brooklyn,Bedford-Stuyvesant,40.68364,-73.92638,Entire home/apt,145,3,200,2019-07-04,2.62,1,303
998423,Great space minutes from Manhattan!,2765234,Casey,Queens,Astoria,40.7603,-73.91395,Private room,75,4,19,2019-04-25,0.52,1,10
998887,Sunny studio apt in heart of SoHo,227908,Mischa,Manhattan,SoHo,40.72602,-74.00318,Entire home/apt,130,20,33,2019-06-02,0.43,1,11
999248,TriBeCa 2500 Sq Ft w/ Priv Elevator,273174,Jon,Manhattan,Tribeca,40.71927,-74.00453,Entire home/apt,575,1,447,2019-07-01,5.89,3,207
999977,Cozy studio apartment on upperwest,5497326,Jennifer,Manhattan,Upper West Side,40.77896,-73.97849,Entire home/apt,295,7,2,2017-08-19,0.03,2,0
999984,Greenwich Village Townhouse Apt,5468033,Linda,Manhattan,West Village,40.73303,-74.00237,Entire home/apt,300,3,108,2019-07-01,1.44,1,318
1000788,Modern Lux 1 br near 2/3/4/5 Trains,4797532,Priscilla,Brooklyn,Crown Heights,40.67319,-73.95987,Entire home/apt,120,28,1,2015-10-29,0.02,2,280
1001147,Big Room with Bath in Bushwick! ,3363720,Kate,Brooklyn,Bushwick,40.68923,-73.91946,Private room,50,3,92,2019-06-19,1.22,3,171
1001447,Comfy twin bed/Cosy apartment/East Harlem / Subway,214794,Pete & Marcos,Manhattan,East Harlem,40.79307,-73.95138,Shared room,56,2,117,2019-06-24,1.53,1,303
1002469,Comfortable Apt near Bloomingdales,5512719,Ellen,Manhattan,Upper East Side,40.76249,-73.96054,Entire home/apt,191,2,66,2019-05-28,0.94,1,347
1003530,New York City - Upper West Side Apt,454250,Greta,Manhattan,Upper West Side,40.79962,-73.96523,Private room,135,7,70,2018-08-12,0.93,1,44
1003754,Chic  Park Slope Pied-à-terre,5520355,Finola,Brooklyn,South Slope,40.66162,-73.97994,Entire home/apt,195,7,98,2019-06-26,1.39,1,94
1005416,South Harlem Gem! 113th St & 8th Ave,5529633,Michael,Manhattan,Harlem,40.80132,-73.95568,Shared room,75,1,43,2019-06-02,0.61,1,9
1005763,★Private Room Overlooking the Park★,450050,Yakov & Cynthia,Manhattan,Harlem,40.81309,-73.95267,Private room,99,10,45,2015-08-05,0.60,1,83
1009883,"Modern, Carroll Garden Townhouse",329436,Jana,Brooklyn,Carroll Gardens,40.68204,-73.99249,Entire home/apt,350,3,41,2019-05-27,0.59,2,22
1009973,Brooklyn Wildlife Loft Mckibbin st,5556571,Chris,Brooklyn,Williamsburg,40.70607,-73.935,Entire home/apt,40,15,10,2013-11-09,0.13,3,365
1010785,Astoria awesome balcony apartment PARKING AVAILABL,3898812,Ahmed,Queens,Astoria,40.76295,-73.92652,Entire home/apt,130,1,58,2019-07-06,0.77,1,301
1011449,Spacious and EASY access to all!,5563508,Nate,Brooklyn,Prospect-Lefferts Gardens,40.65915,-73.9601,Entire home/apt,225,2,48,2019-05-05,0.64,1,339
1013648,Gorgeous 2 Fl Apt in1887 Brownstone,5018907,Vera,Brooklyn,Park Slope,40.67541,-73.9784,Entire home/apt,225,7,8,2015-08-29,0.11,1,342
1016004,Clean and Cute Shared Room in Very Safe Area,5577926,Lou,Queens,Astoria,40.76777,-73.91109,Shared room,38,1,127,2019-06-23,1.67,4,55
1016105,BK - Spacious & Sunny 4 bedroom apartment,5591685,Paul,Brooklyn,Clinton Hill,40.68924,-73.9681,Entire home/apt,200,7,10,2018-08-19,0.17,1,11
1016352,Midtown West Modern & Sunny-near Central Park,5593208,Tj,Manhattan,Hell's Kitchen,40.76777,-73.98932,Entire home/apt,550,1,0,,,1,365
1016819,2BR 2Bath duplex w garden & terrace,5596242,Sabrina And Eduardo,Brooklyn,Clinton Hill,40.68771,-73.96186,Entire home/apt,235,6,5,2018-07-03,0.07,1,3
1018181,Master Bedroom  Ideal for 2 - Luxury for 1 !,4937803,Alicia,Brooklyn,Prospect-Lefferts Gardens,40.6627,-73.95875,Private room,75,5,8,2014-05-27,0.11,1,365
1018529,Large 2 BDRM @ McCarren Park!!,5606448,Pete,Brooklyn,Greenpoint,40.72031,-73.9483,Entire home/apt,249,30,71,2019-05-31,0.94,1,273
1019360,Hip charming Williamsburg apartment,693889,Heather,Brooklyn,Williamsburg,40.70798,-73.94263,Entire home/apt,120,5,7,2016-10-26,0.10,1,0
1021005,Cute Bedroom in Clinton Hill,5619749,Jen,Brooklyn,Bedford-Stuyvesant,40.69017,-73.95493,Private room,50,28,1,2017-01-03,0.03,2,343
1021491,Whole Apt: Artsy home by BK Museum,5622682,Sabrina,Brooklyn,Crown Heights,40.66974,-73.958,Entire home/apt,85,3,10,2019-04-27,0.85,1,149
1021957,PRIVATE QUIET SUITE,315606,Cynthia,Brooklyn,Crown Heights,40.67515,-73.95435,Private room,78,3,10,2017-08-26,0.14,2,95
1022204,"Glowing reviews, hip neighborhood",3483960,Keith,Manhattan,Lower East Side,40.72198,-73.98932,Private room,110,3,49,2018-09-05,0.69,1,0
1023181,"LOCATION/garden!(FEMALE only, next to girl's room)",4932354,Mitty,Brooklyn,Prospect Heights,40.6787,-73.97065,Private room,50,3,138,2019-06-22,1.82,4,315
1023529,Convenient and private,5634395,Sarah,Manhattan,Harlem,40.82153,-73.95512,Private room,52,3,163,2019-06-05,2.17,2,0
1024113,"Lovely room in East Williamsburg, NY",2120889,Megan,Brooklyn,Williamsburg,40.71238,-73.9379,Private room,63,2,0,,,1,66
1024135,Beautiful UES Studio with Backyard for Sublet,261530,Melissa,Manhattan,Upper East Side,40.77421,-73.9528,Entire home/apt,105,45,20,2017-01-03,0.26,1,109
1025001,Private Entrance Charming Bedroom,5641042,Livia,Queens,Glendale,40.70538,-73.89448,Private room,75,2,132,2019-06-25,1.74,1,333
1025786,Fantastic 1br in Astoria/LIC,5647813,Atlanta,Queens,Long Island City,40.74417,-73.94823,Private room,69,7,12,2019-07-05,0.18,1,365
1025847,Modern 1BR East Village Apt w/patio,62316,Sam,Manhattan,East Village,40.72538,-73.98351,Entire home/apt,165,60,11,2015-10-15,0.15,1,311
1026565,Peaceful Park Slope near subways,825252,Meredith,Brooklyn,Park Slope,40.67651,-73.98007,Entire home/apt,125,2,45,2017-06-19,0.66,1,0
1026683,Mi Casa Tu Casa Guesthouse Mexico ,5652395,Julio,Bronx,Concourse,40.81906,-73.92806,Private room,85,2,11,2018-09-02,0.18,2,363
1027808,East Village Loft - 1300 sq/ft home - 2 Bedrooms!,5655889,East Village Loft,Manhattan,East Village,40.72351,-73.98283,Entire home/apt,499,5,47,2019-06-08,0.63,1,341
1028263,Spacious Room/Great Location,5658953,Claudia,Manhattan,East Village,40.72944,-73.98645,Private room,60,5,66,2019-06-26,0.87,1,232
1029482,Private Room w TV in East Village,5664550,Kelly,Manhattan,East Village,40.72346,-73.97907,Private room,95,5,35,2019-06-10,0.46,1,320
1029808,Spacious 1bd Near Trendy Neighborhoods And City,5293735,Hayley,Brooklyn,Bedford-Stuyvesant,40.69872,-73.94635,Entire home/apt,105,5,12,2019-05-30,1.01,1,0
1030254,Large room in Beautiful communal house,1949282,Kyla,Brooklyn,Bushwick,40.69449,-73.91156,Private room,55,2,65,2019-06-05,0.86,5,235
1030392,"BIG, COMFY, 4BR DUPLEX, GARDEN APT, Williamsburg",216191,M,Brooklyn,Williamsburg,40.71132,-73.94493,Entire home/apt,289,2,39,2019-06-05,0.58,4,88
1030780,NYC Brooklyn Sunset Park- Great Bed. Great House.,1113080,Audrey,Brooklyn,Sunset Park,40.64871,-74.00774,Private room,70,2,45,2018-01-01,0.60,3,0
1032127,Short Term Stay in Chelsea/MP NYC,5679237,Renee,Manhattan,Chelsea,40.74583,-74.00363,Entire home/apt,275,7,0,,,1,188
1032610,Beautiful loft in trendy Harlem!,5681729,Sandrine,Manhattan,Harlem,40.80938,-73.94196,Entire home/apt,130,7,5,2017-06-03,0.16,1,231
1032611," Private 1 bdrm Lefferts Gr, BK apt",5682003,Rachael,Brooklyn,Prospect-Lefferts Gardens,40.65743,-73.96155,Entire home/apt,125,2,38,2019-06-10,0.61,1,3
1034911,"Entire Spaceous, Sunny, Loft in Clinton Hill",5696628,Christine,Brooklyn,Bedford-Stuyvesant,40.68854,-73.95742,Entire home/apt,150,2,17,2019-05-01,0.23,2,23
1036498,☆☆New Discount☆☆ 10min to Manhattan,3233986,Daniel,Queens,Astoria,40.75537,-73.91648,Private room,46,4,70,2019-05-23,0.93,2,173
1036734,Apartment in the heart of Upper East Side,5707409,Mary,Manhattan,Upper East Side,40.77054,-73.95497,Entire home/apt,100,3,226,2019-07-01,2.97,1,221
1037016,Quiet central Williamsburg Loft room,237477,Alexander,Brooklyn,Williamsburg,40.718,-73.96603,Private room,90,5,8,2017-05-31,0.11,1,0
1039215,Heart of Williamsburg - authentic & central!,4911550,Marc,Brooklyn,Williamsburg,40.72091,-73.96124,Entire home/apt,90,3,166,2018-07-28,2.21,1,104
1039435,"Lovely studio in Manhattan,New York",5709288,Fabia,Manhattan,Midtown,40.75879,-73.9638,Entire home/apt,220,360,1,2015-01-02,0.02,1,0
1039983,Tribeca Loft w/ Private Elevator,273174,Jon,Manhattan,Tribeca,40.72008,-74.0043,Entire home/apt,1000,1,25,2019-06-22,0.36,3,37
1039984,Furnished BrownStone Apartment,5447617,Jeffrey,Brooklyn,Bedford-Stuyvesant,40.6824,-73.93597,Entire home/apt,130,30,52,2018-01-03,0.72,3,171
1040156,2 floor Luxury Loft in the best location!,3740730,S,Manhattan,Chelsea,40.74398,-73.99624,Entire home/apt,499,6,127,2019-06-14,1.68,2,303
1041996,Small room with private bath in New York,964482,Colin,Manhattan,Harlem,40.82943,-73.94728,Private room,45,2,18,2019-06-16,3.05,2,197
1042416,Sunny Brownstone  Attic,5738733,Elizabeth,Brooklyn,Bedford-Stuyvesant,40.69235,-73.93836,Entire home/apt,70,2,210,2019-07-06,2.79,2,288
1042806,My Other Little Guestroom,2680820,Linda,Queens,Flushing,40.75334,-73.81699,Private room,59,1,281,2019-06-11,3.70,3,322
1043046,Studio in Best Possible Location!,2335804,Lindsay,Manhattan,Chelsea,40.74112,-74.00177,Entire home/apt,160,5,70,2018-10-26,1.16,1,0
1044502,HELLO HARLEM,5749899,Obora & Michael,Manhattan,Harlem,40.8035,-73.94764,Entire home/apt,195,4,128,2019-06-22,1.76,1,278
1044731,Dear Potential Airbnb Guests.,5751206,Nigel,Brooklyn,Flatbush,40.64745,-73.95606,Private room,96,3,58,2019-05-19,0.77,1,364
1045491,Prime Williamsburg. Brand new,1356046,Daniel,Brooklyn,Williamsburg,40.71454,-73.9507,Private room,75,3,179,2019-06-09,2.39,2,136
1045897,"HISTORIC WILLIAMSBURG, BKLYN",839679,Brady,Brooklyn,Williamsburg,40.71797,-73.95508,Entire home/apt,195,3,173,2019-06-06,2.34,3,273
1046443,"Beautiful & spacious apartment in Astoria, Queens",5760970,Chris,Queens,Ditmars Steinway,40.77117,-73.90427,Private room,200,1,16,2019-06-30,0.68,2,364
1048190,Huge Sunny Loft w Patio + Charm,832244,Elise,Brooklyn,Bedford-Stuyvesant,40.68753,-73.95851,Entire home/apt,139,30,26,2019-05-20,0.38,1,205
1049224,Beautiful duplex in a brownstone,1740216,Laura,Manhattan,Harlem,40.81241,-73.94371,Entire home/apt,190,30,31,2018-01-04,0.43,2,84
1051575,Quiet and Comfort Near Columbia University,5245246,Lisa,Manhattan,Harlem,40.80384,-73.95419,Private room,95,2,27,2019-05-26,0.57,1,320
1053523,Beautiful Ground Level Townhouse Ap,4128399,Jose,Manhattan,Lower East Side,40.71886,-73.98497,Entire home/apt,350,3,7,2017-12-10,0.10,1,364
1054006,Bohemian East Village Brownstone,92272,Kristin,Manhattan,Gramercy,40.73323,-73.98224,Private room,80,3,7,2016-09-05,0.10,3,217
1054201,One Bedroom Townhouse Apartment,4165498,L.A.,Manhattan,East Harlem,40.79535,-73.93274,Entire home/apt,120,5,83,2019-06-10,1.11,2,242
1055029,Washington Heights/Inwood apartment,5810195,Emilie,Manhattan,Inwood,40.85933,-73.92863,Private room,42,1,46,2019-07-07,0.79,2,357
1056119,Cozy Private Space in Williamsburg Townhome,5817011,Clyde,Brooklyn,Williamsburg,40.70851,-73.949,Entire home/apt,116,4,112,2019-07-02,1.49,1,127
1056185,Sunny+Cozy Double bedroom in BKLYN!,697442,Chris And Zach,Brooklyn,East Flatbush,40.64851,-73.94667,Private room,60,1,356,2019-07-05,4.72,3,19
1056256,Beautiful eco triplex w/green roof. Free yoga/spa.,462379,Loretta,Brooklyn,Carroll Gardens,40.67881,-73.99379,Entire home/apt,1395,1,55,2019-06-02,0.73,2,362
1056445,Upscale Designer Studio-Heart of Manhattan,1600541,Marina,Manhattan,Upper East Side,40.77014,-73.96222,Entire home/apt,425,2,68,2019-06-06,0.91,1,358
1056804,Spacious Modern & Comfy 2BR in BK Brownstone,2413155,Noreen,Brooklyn,Boerum Hill,40.68554,-73.98924,Entire home/apt,225,4,95,2019-04-14,1.26,1,251
1057022,Spacious 1br East Village Apartment,5822377,Shunan,Manhattan,East Village,40.7265,-73.99,Entire home/apt,159,5,16,2018-09-27,0.25,2,0
1059531,Staten Island 1st floor Apartment,7875272,Mary,Staten Island,Port Richmond,40.62922,-74.13354,Entire home/apt,221,30,0,,,3,0
1059891,"“L l,x w w.     XThank &mftkn.  .",11837926,Anthony,Manhattan,Midtown,40.76463,-73.98112,Private room,150,7,44,2019-05-31,0.74,3,365
1060019,"Modern Duplex 1 bdrm , 1.5 Baths + terrace!",5837033,Mark,Manhattan,Upper East Side,40.7744,-73.95578,Entire home/apt,199,1,116,2019-06-17,1.54,1,300
1061337,Sunny Private BR Crown Hts Brooklyn,1557383,Candace,Brooklyn,Crown Heights,40.67418,-73.94661,Private room,70,1,4,2017-08-01,0.06,1,0
1063020,Private Brownstone,5851210,Amy,Manhattan,East Harlem,40.79417,-73.94376,Entire home/apt,110,31,235,2019-05-31,3.14,2,84
1063554,bedroom in big sunny loft (& Roof!),2873394,Aurora,Brooklyn,Bushwick,40.69935,-73.93713,Private room,60,2,10,2019-06-23,0.13,2,18
1065138,Private room in beautiful neighborhood in Brooklyn,5861233,Nevena,Brooklyn,Crown Heights,40.67046,-73.94835,Private room,50,3,2,2017-05-29,0.08,1,0
1066769,"Clean Room, Central Location in Manhattan",3327668,Tim,Manhattan,Lower East Side,40.72046,-73.98773,Private room,120,1,360,2019-06-24,4.79,1,240
1067251,Entire home/apt in New York,5872605,Patrick,Manhattan,East Village,40.7239,-73.97869,Entire home/apt,395,5,0,,,1,0
1068505,Relaxing and Roomy in Crown Heights,2128778,Rachael,Brooklyn,Crown Heights,40.67414,-73.95667,Private room,60,2,51,2019-06-30,0.68,2,57
1069266,Stay like a real New Yorker!,5867023,Michael,Manhattan,Midtown,40.75783,-73.96383,Entire home/apt,145,2,146,2019-06-09,1.94,1,148
1069287,Park Slope 1br by Barclays Center/Prospect Park!,5879729,Stephanie,Brooklyn,Williamsburg,40.71273,-73.94399,Entire home/apt,83,30,16,2017-12-02,0.21,2,26
1070458,Room in a cozy loft,3968209,Swetha,Manhattan,SoHo,40.72086,-73.99999,Private room,100,3,64,2019-05-06,0.87,2,355
1071743,Brooklyn Family Friendly Brownstone,5895535,Tara,Brooklyn,Crown Heights,40.67151,-73.94885,Entire home/apt,200,2,3,2017-05-29,0.08,1,0
1072212,Relaxed in New York,5897760,Eo,Manhattan,Harlem,40.825,-73.94132,Private room,50,3,145,2019-06-09,1.97,1,211
1072481,Bedroom for two in Chelsea,5479559,Michael,Manhattan,Chelsea,40.74573,-73.99712,Private room,70,1,206,2019-06-19,2.72,1,15
1073635,Cozy Carroll Gardens Brownstone Apt,4243849,Emma,Brooklyn,Carroll Gardens,40.68304,-73.99819,Entire home/apt,175,2,279,2019-06-22,3.68,1,218
1073780,Sunny Clinton Hill Apt w/Patio,1149419,Alex,Brooklyn,Crown Heights,40.6803,-73.96059,Entire home/apt,149,28,18,2019-04-29,0.36,1,265
1073832,Designer Studio Apt in Red Hook,5585945,Orren,Brooklyn,Red Hook,40.67685,-74.00581,Entire home/apt,125,3,162,2019-06-26,2.15,1,300
1074155,"Big 1st Meal, Kind Host, Ace Space",5909206,Nancy,Manhattan,East Harlem,40.79794,-73.93223,Private room,58,1,323,2019-07-01,4.30,1,284
1074506,Amazing Queens Oasis Steps to Train,2981156,Kia,Queens,Astoria,40.76359,-73.92531,Entire home/apt,160,2,13,2018-10-14,0.26,2,56
1076324,2BR Sunny Apt - 15 min from MIDTOWN,3864301,Sen,Queens,Sunnyside,40.74361,-73.91662,Entire home/apt,150,30,9,2016-08-20,0.12,2,365
1077176,Beautiful Gramercy duplex loft with terrace,5927702,Shayne,Manhattan,Gramercy,40.73807,-73.98187,Entire home/apt,131,30,23,2019-05-18,0.61,2,33
1077179,Large luxury 1 bedroom loft in Gramercy,5927702,Shayne,Manhattan,Gramercy,40.73775,-73.98324,Entire home/apt,250,30,17,2019-01-31,0.39,2,327
1077375,Private RM 15min from the Manhattan,5855145,Edward,Queens,Astoria,40.75959,-73.90835,Private room,70,1,136,2019-06-23,1.81,2,359
1079675,"Clean, Complete and Cool",5938496,Michael,Manhattan,Nolita,40.71972,-73.99438,Entire home/apt,149,5,26,2019-06-01,0.35,1,0
1080543,Sunny Sunset Park Artist Loft,5943212,Doug,Brooklyn,Sunset Park,40.65475,-74.01211,Entire home/apt,109,2,70,2019-06-24,0.96,1,339
1080766,Summer Special Price Times Square,5944682,Maja & Pierre,Manhattan,Theater District,40.75964,-73.98534,Private room,185,2,243,2019-06-27,3.22,1,127
1080816,Cozy apartment in Greenpoint,5944756,Hasan,Brooklyn,Greenpoint,40.72428,-73.94472,Entire home/apt,138,14,6,2018-10-06,0.10,1,356
1080839,Spacious sunny bedroom - East Village (A),3417321,David,Manhattan,East Village,40.73099,-73.98762,Private room,150,10,36,2018-12-01,0.48,2,0
1083888,"Verna's Brownstone  (no stove, no gatherings)",5959653,Verna,Brooklyn,Bedford-Stuyvesant,40.68532,-73.92429,Private room,80,1,14,2019-03-08,0.20,2,283
1086640,"1 Bedroom Apt Greenpoint, Brooklyn",5972975,Leigh,Brooklyn,Greenpoint,40.72613,-73.93915,Entire home/apt,75,2,2,2014-10-02,0.03,1,0
1087215,Stunning Designer Loft in the heart of Chelsea,1841580,George,Manhattan,Chelsea,40.74877,-73.9994,Entire home/apt,300,5,44,2019-07-03,0.62,1,87
1089240,Great Apartment with luxurious bath in NYC/Chelsea,5971251,D. Anthony,Manhattan,Chelsea,40.74197,-73.99702,Private room,176,2,123,2019-06-23,1.63,1,268
1089542,Private Cozy Bedroom in Brooklyn,663764,Karen,Brooklyn,East Flatbush,40.6536,-73.94883,Private room,47,2,248,2019-05-05,3.27,2,0
1089619,"Bright, Huge Room in 3 Bedroom Apt.",5986790,Gen,Manhattan,Washington Heights,40.83535,-73.94334,Private room,40,7,26,2019-06-25,0.67,6,272
1090732,You take living or bedroom!,5993276,Alfred,Queens,Richmond Hill,40.7017,-73.82316,Shared room,60,7,0,,,1,362
1091582,Two Comfy Rooms in Park Slope,2768182,Devi,Brooklyn,South Slope,40.66326,-73.98805,Private room,89,1,49,2019-06-24,0.66,4,24
1091840,"Private bedroom in Manhattan, NYC ",4714927,Elisa,Manhattan,East Harlem,40.78859,-73.94715,Private room,75,2,152,2019-05-31,2.03,4,12
1092760,Private Entrance - Backyard Summer Dining - Enjoy,5887081,Michelle,Brooklyn,Bedford-Stuyvesant,40.69034,-73.95321,Entire home/apt,110,7,195,2019-07-03,2.72,2,284
1093977,"Sunny Apt in Harlem, New York",6010467,Mary Anne,Manhattan,Harlem,40.81102,-73.94562,Entire home/apt,85,30,23,2017-12-07,0.47,1,0
1095106,Greenpoint - with your own space!,6016424,Susan,Brooklyn,Greenpoint,40.73026,-73.95596,Private room,72,4,54,2019-06-02,0.72,1,71
1096326,"Private studio in staten island 

",6024006,Johnny,Staten Island,St. George,40.64699,-74.08151,Entire home/apt,190,2,0,,,1,365
1096511,Private Room in Large Apt w/ Gorgeous Park View,364499,Ife,Manhattan,Harlem,40.80602,-73.95362,Private room,85,2,233,2019-06-25,3.12,1,72
1097816,Group-Student-Friendly Bklyn House,1709216,Steve And Heather,Brooklyn,East Flatbush,40.63612,-73.946,Entire home/apt,325,2,19,2018-12-27,0.31,4,328
1098863,Great Bushwick Studio Apartment,2413714,Wilfredo,Brooklyn,Bushwick,40.69305,-73.90398,Entire home/apt,125,2,116,2019-07-04,1.55,1,365
1099244,Big UWS 1Bdrm 2 min to Central Park,5604089,Chris,Manhattan,Upper West Side,40.78264,-73.97803,Entire home/apt,200,3,3,2016-10-14,0.06,1,0
1100421,"Cobble Hill, sunny large 1BR apt",1545977,Lelia,Brooklyn,Cobble Hill,40.68754,-73.99284,Entire home/apt,195,30,38,2019-06-01,0.51,1,345
1100753,Stunner Garden Apt in Townhouse,6046616,Stephen,Manhattan,Washington Heights,40.83695,-73.94124,Entire home/apt,175,2,0,,,1,280
1101035,Sunny 1 or 2 BR apt in Boerum Hill,6048514,Judy,Brooklyn,Boerum Hill,40.68779,-73.98517,Entire home/apt,189,4,227,2019-06-17,3.01,1,247
1101224,THE PUTNAM,2571,Teedo,Brooklyn,Bedford-Stuyvesant,40.68674,-73.93845,Entire home/apt,182,9,27,2019-05-21,0.37,1,23
1102858,Brownstone Flat on Tree-Lined Block,5908577,Eric,Brooklyn,Crown Heights,40.67271,-73.94551,Entire home/apt,105,1,349,2019-06-30,4.73,2,277
1102942,"1BR, 1BTH Duplex W/ LRG OUTD SPACE",6057624,Scooter,Manhattan,Kips Bay,40.74268,-73.97853,Entire home/apt,240,1,67,2019-06-15,0.89,1,321
1102963,The Bushwick 3BR 2BA 20 mins to NYC,3531317,Ingrid,Brooklyn,Bushwick,40.68185,-73.90655,Entire home/apt,185,4,95,2019-06-13,1.33,2,215
1105845,Convenient Location! 1 BR on 1Floor,3630531,Yuko,Manhattan,Chelsea,40.7457,-73.99775,Entire home/apt,160,4,5,2019-01-01,0.07,1,168
1106284,Modern Loft Space on Gramercy Park,2757621,James,Manhattan,Gramercy,40.73708,-73.98455,Entire home/apt,250,4,23,2019-06-30,0.31,1,11
1107092,Brand new 2BD Apt in Gramercy,4373782,Victoria,Manhattan,Kips Bay,40.74052,-73.97907,Entire home/apt,650,30,36,2019-06-29,0.48,1,256
1107976,Manhattan & Time Square in 30 minutes. Back room.,3158364,Devika,Queens,Sunnyside,40.736,-73.92425,Private room,35,5,59,2019-07-05,1.76,4,250
1108309,Charming Housebarge w/ outside deck,1018472,Angus,Brooklyn,Sheepshead Bay,40.58408,-73.94122,Entire home/apt,85,4,72,2016-05-28,0.97,2,360
1109092,Beautiful Park Slope 3bdrm Duplex,6088518,Evelyn,Brooklyn,Park Slope,40.66698,-73.98162,Entire home/apt,550,3,21,2018-11-26,0.30,1,1
